"tipo";"situacao";"data";"hora";"bairro";"endereco";"numero";"complemento";"natureza";"descricao";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;00:27:00;"PINA";"AV ANTONIO DE GOES";NA;"CRUZAMENTO COM AV MANUEL DE BRITO";"COLISÃO";"COLISÃO ENTRE DOIS AUTO-PASSEIO SEM VÍTIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;02:30:00;"GRAÇAS";"RUA DEPUTADO PEDRO PIRES FERREIRA";"95";"RSQUINA COM RUA DO FUTURO // PARQUE DA JAQUEIRA";"COLISÃO";"COLISÃO ENTRE 4  AUTO-PASSEIOS SEM VÍTIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;06:10:00;"TAMARINEIRA";"AV NORTE";NA;"PROX  AO  MOTEL  VIA  NORTE SENTIDO  CIDADE  E/F  AO  POSTO DE GASOLINA BR";"COLISÃO";"COLISÃO  SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;08:16:00;"PINA";"AV ANTONIO DE GOES";NA;"E/F AO DNIT";"COLISÃO";"COLISAO DOIS AUTOS, SEM VITIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;08:31:00;"MADALENA";"RUA BENFICA";"81";"AO LDO DO BOMPREÇO";"COLISÃO";"COLISÃO SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;08:32:00;"BOA VIAGEM";"RUA BALTAZAR PASSOS";NA;"SOBRE A PONTE DO CANAL  E/F  AO POSTO DE GASOLINA BR";"COLISÃO";"COLISÃO SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-05;08:58:00;"BOA VIAGEM";"RUA PROF AURELIO DE CASTRO CAVALCANTI";NA;"PROX. RUA MALAQUIAS JOARES TAVORA. SEGUINDO ATÉ O FINAL DA BALTAZAR PASSOS, PROX. AO POSTO BR";"COLISÃO";"COLISAO DOIS AUTOS, SEM VITIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;09:20:00;"PINA";"AV ANTONIO DE GOES";NA;"EM FRENTE AO JCPM";"COLISÃO";"COL.S/V SET.CD";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-05;10:45:00;"AREIAS";"AV RECIFE";NA;"EM MOKRO";"COLISÃO";"COL.S/V SET.BOA VIAGEM";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;10:56:00;"DERBY";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"NO SEMAFORO N174";"COLISÃO";"COL.S/V SET.BOA VIAGEM";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;10:58:00;"JORDÃO";"RUA CANAAN";"137";"E/F A PADARIA CIDADE OPERARIA";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;11:05:00;"BOA VIAGEM";"RUA SETUBAL";"682";"PROX AO ATLANTICO   PLAZA";"COLISÃO";"COLISÃO SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-05;12:17:00;"MADALENA";"RUA BEIRA RIO";NA;"ANTES DA ACADEMIA DA CIDADE, SENTIDO MUSEU DO ESTADO";"COLISÃO";"02 AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;12:44:00;"IMBIRIBEIRA";"RUA PAMPULHA";"159";NA;"COLISÃO";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;14:30:00;"BOA VIAGEM";"AV BOA VIAGEM";NA;"SEMAFORO 445, CRUZ COM A RUA ZAEL DIÓGENES";"COLISÃO";"02 AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-05;14:20:00;"BOA VISTA";"RUA BARAO DE SAO BORJA";"243";"EM FRENTE AO COREM";"COLISÃO";"COLISÃO SEM VÍTIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;14:58:00;"CASA FORTE";"AV DEZESSETE DE AGOSTO";NA;"NA ENTRADA DO BOMPREÇO";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;15:46:00;"MADALENA";"AV CAXANGA";"1443";"CRUZ COM GENERAL SAN MARTIN, E/F A MORTUÁRIA DESCANSO ETERNO, SENTIDO DERBY";"COLISÃO";"02 AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"PENDENTE";2016-05-05;18:17:00;"BEBERIBE";"RUA PROFESSOR JERONIMO GUEIROS";"484";"PROX. DO ARAMAZEM DE CONSTRUÇÃO FERREIRA PINTO, APOS O SEGUNDO SEMAFORO DA AV. BEBERIBE";"COLISÃO";"DOIS AUTO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-05;21:01:00;"BOA VIAGEM";"RUA JOAO CARDOSO AIRES";"XX";"CRUZAMENTO COM A RUA  CAMBUIN, PROX. A FEIJOADA REAL";"COLISÃO";"DOIS AUTO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"PENDENTE";2016-05-06;00:18:00;"BOA VIAGEM";"RUA ERNESTO DE PAULA SANTOS";NA;"NO CRUZAMENTO COM A RUA TENENTE DOMINGOS DE BRITO, EM FRENTE AO POSTO SETA";"COLISÃO";"COLISAO ENTRE DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;02:06:00;"CAXANGÁ";"AV CAXANGA";NA;"EM FRENTE A ITALIANA, PROX DO POSTO SHELL";"COLISÃO";"COLISAO ENTRE DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;07:00:00;"CAXANGÁ";"RUA ESTEVAO DE SA";"4515";"AO LADO DA OFICINA ITALIANA";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;07:04:00;"MADALENA";"RUA PESSOA DE MELO";"199";"EM FRENTE A CORRETORA DE SEGURO";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;09:11:00;"ENGENHO DO MEIO";"RUA GOVERNADOR LOPO GARRO";"372";"EM FRENTE DA OFICINA";"COLISÃO";"COL.S/V";"2";NA;NA;NA;NA;NA;NA;"1";NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;09:28:00;"BOA VISTA";"RUA JOAO FERNANDES VIEIRA";"190";"AO LADO FUSAN";"COLISÃO";"COLISÃO SEM VÍTIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;09:44:00;"BOA VIAGEM";"RUA BELMONTE";"116";"EM FRENTE AO EDF/VIA SPAVIO";"COLISÃO";"COL.S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;10:12:00;"ARRUDA";"RUA PROFESSOR JERONIMO GUEIROS";"295";"OFICINA DO MANO, NO LADO DIREITO DA VIA.( SEMÁFORO N 495)";"COLISÃO";"SEM VÍTIMAS.";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;10:22:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";NA;"COM A PADRE CARAPUCEIRO / LADO DIREITO / EM FRENTE AO HOTEL ARCADIA";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;11:02:00;"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"2200";"EM FRENTE A PAULO MIRANDA";"COLISÃO";"COL.S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;11:42:00;"SANTO AMARO";"AV CRUZ CABUGA";NA;"EM FRENTE DO HOSPITAL DO CANCER NA VILA MILITAR";"COLISÃO";"COL.S/V DENTRO DA VILA MILITAR";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;12:31:00;"TAMARINEIRA";"EST DO ARRAIAL";"2466";"E/F A PADARIA CIDADE JARDIM, FINAL COM A CONEGO BARATA.";"COLISÃO";"01 ONIBUS 01 AUTO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;13:19:00;"ILHA DO RETIRO";"AV JOSE GONCALVES DE MEDEIROS";NA;"PX AO SEMAFORO 335 - E/F AO POSTO DE GASOLINA";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;13:29:00;"CASA AMARELA";"RUA VISCONDE DE TAUNAY";"91";"RUA POR TRÁS DO SUPERMERCADO CANELA DA PADRE LEMOS";"COLISÃO";"SEM VITIMAS";"2";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;13:54:00;"AREIAS";"AV DR JOSE RUFINO";"1318";"PX AO MINI SHOPPING DE AREIAS";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-06;14:10:00;"PINA";"AV HERCULANO BANDEIRA";NA;"APOS O ATACADO DOS PRESENTES ANTES DA PASSARELA  PRIMEIRA A ESQUERDA NO SEMAFORO 657";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;16:14:00;"BOA VIAGEM";"RUA DR NYLO DORNELLAS CAMARA";NA;"E/F AO PARK HOTEL";"COLISÃO";"COLISAO DE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;18:43:00;"CASA FORTE";"AV DEZESSETE DE AGOSTO";NA;"PX AO CPOR";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;20:22:00;"ROSARINHO";"RUA DR JOSE MARIA";NA;"E/F AO PORTAL DA PICANHA";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-06;23:28:00;"ESPINHEIRO";"AV CONS ROSA E SILVA";"614";"PAO DE AÇUCAR  - ENTRADA DO ESTACIONAMENTO";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;01:17:00;"BOA VIAGEM";"AV BOA VIAGEM";"618";"EM FRENTE AO UNDERGRAUD";"COLISÃO";"COLISÃO ENTRE DOIS AUTO SEM VÍTIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;06:05:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"2892";"E/F AO ARCÁDIA GOURMET. NO LADO DIREITO DA VIA. (SEMÁFORO N 125)";"COLISÃO";"SEM VÍTIMAS.";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;06:44:00;"BEBERIBE";"AV BEBERIBE";NA;"NO SEMAFORO N063";"COLISÃO";"COL.S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-07;06:52:00;"NOVA DESCOBERTA";"RUA CORREGO DA AREIA";"755";"PROX  AO TERMINAL DO CORREGO DA AREIA";"COLISÃO";"COLISÃO  SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-07;07:25:00;"GRAÇAS";"RUA DES MARTINS PEREIRA";"325";"E/F  AO EDIFICIO  DOM  RODRIGUES";"COLISÃO";"COLISÃO SEM VÍTIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;07:49:00;"CORDEIRO";"AV CAXANGA";NA;"SEMAFORO N234";"COLISÃO";"COL.S/V SET.CD";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;10:01:00;"CAXANGÁ";"AV CAXANGA";"1335";"SENTIDO  SUBURBIO CIDADE   E/F  AO SUPERMERCADO  STYLLUS";"COLISÃO";"COLISÃO SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;10:27:00;"BOA VIAGEM";"AV BOA VIAGEM";"3278";"EM FRENTE ACAIACA";"COLISÃO";"COL.S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;11:37:00;"BONGI";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"E/F AO RESTAURANTE YOKI, SENTIDO CENTRO";"COLISÃO";"COLISAO DOIS AUTOS, SEM VITIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-07;13:24:00;"AREIAS";"AV RECIFE";"236";"ANTES DA CHURRASCARIAS PROX DA IGREJA PRESBITERIANA  GALETOS E/F DA PRAÇA";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;13:35:00;"BOA VIAGEM";"RUA FELIX DE BRITO E MELO";NA;"EM FRENTE O BRADESCO";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;17:08:00;"HIPÓDROMO";"RUA MARQUES DE ABRANTES";NA;"E/F AO DEPÓSITO BRASIL GÁS";"COLISÃO";"02 AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-07;19:40:00;"ARRUDA";"AV BEBERIBE";NA;"E/F A ANTIGA GARAGEM DA EMP SAO PAULO";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-08;00:13:00;"CASA FORTE";"RUA MARQUES DE TAMANDARE";NA;"EM FRENTE AO BAR CHEF";"COLISÃO";"COLISAO ENTRE DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-08;01:50:00;"TORRE";"RUA JOSE DE HOLANDA";NA;"AO LADO DA ACADEMIA TREINO FIT";"COLISÃO";"COLISÃO ENTRE DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"PENDENTE";2016-05-08;12:00:00;"PRADO";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"SEMAFARO 057";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-08;12:40:00;"JAQUEIRA";"RUA DO FUTURO";"35";"PX AO PARQUE DA JAQUEIRA";"COLISÃO";"COLISAO VIATURA DA PM E AUTO PASSEIO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-05-08;16:40:00;"MADALENA";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"CRUZAMENTO COM RUA JOÃO IVODA SILVA";"COLISÃO";"COLISÃO ENTRE DOIS AUTOS COM 3 VÍTIMASS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"3"
"SEM VÍTIMA";"FINALIZADA";2016-05-08;18:28:00;"AFOGADOS";"RUA IMPERIAL";"1";"COM A RUA BOM SUCESSO E PANIFICADORA PAO PAO E VIADUTO";"COLISÃO";"DOIS AUTO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-08;19:34:00;"TAMARINEIRA";"EST VELHA DE AGUA FRIA";NA;"PROXIMO AO CANAL DO ARRUDA";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-09;07:40:00;"AREIAS";"RUA BARROS SOBRINHO";"142";"EM FRENTE DA ACADEMIA AGUA VIVA";"COLISÃO";"COL.S/V SET.";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-09;08:30:00;"IPUTINGA";"RUA MAURICIO DE NASSAU";"XX";"EM BAIXO  DO SEMAFORO 246  PROX  A SEDE DO DETRAN";"COLISÃO";"COLISÃO  SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-09;09:10:00;"JARDIM SÃO PAULO";"RUA LEANDRO BARRETO";NA;"NA DESCIDA DO VIADUTO SEN/LAROQUE";"COLISÃO";"SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-09;12:57:00;"PRADO";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"APÓS A  HABIB´S /  EM FRENTE AO POSTO BR /SENT CIDADE";"COLISÃO";"COLISÃO SEM VÍTIMA";"2";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-09;13:20:00;"ESPINHEIRO";"RUA DA HORA";"811";"E/F DO RESTAURANTE SCHUTZ";"COLISÃO";"COLISÃO DE DOIS AUTOS  SEM VÍTIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-09;15:34:00;"JARDIM SÃO PAULO";"RUA SENADOR ALBERTO PASQUALINI";"138";NA;"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-09;19:01:00;"ÁGUA FRIA";"AV BEBERIBE";"2408";"E/F AO PAGODE DA PRESSAO";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;07:17:00;"TORRE";"RUA REAL DA TORRE";NA;"EM FRENTE AO POSTO SHELL DESATIVADO AO LADO DO ATACADO DOS PRESENTES";"COLISÃO";"SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;09:24:00;"SANTO ANTÔNIO";"RUA TOBIAS BARRETO";"378";"EM FRENTE AO COMERCIAL TOBIAS BARRETO";"COLISÃO";"COLISÃO SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-10;09:57:00;"SAN MARTIN";"AV ENGENHEIRO ABDIAS DE CARVALHO";"2860";"PROXÍMO AO CAMARÃO DO LEO";"COLISÃO";"COLISÃO SEM VÍTIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-10;11:23:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"4670";"AO LADO HOTEL SAVEIRO";"COLISÃO";"COLISÃO SEM VÍTIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;11:30:00;"AFOGADOS";"RUA SAO MIGUEL";"516";"EM FRENTE AOS CORREIOSE DA";"COLISÃO";"COL.S/V.SET,SUB";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;12:51:00;"DERBY";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"smf 174";"COLISÃO";"COLISÃO DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"PENDENTE";2016-05-10;13:09:00;"CORDEIRO";"RUA FORMOSA";NA;"PROX DO SUPERMERCADO KENNEDY E/F DA DROGARIA CARIBE";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-10;14:28:00;"TORRE";"RUA JOSE BONIFACIO";"682";"E/F  DO ATACADO DOS PRESENTE  E DA AUTO ESCOLA CFC";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";2016-05-10;14:52:00;"JOANA BEZERRA";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"SOBRE O VIADUTO S/T OLINDA";"COLISÃO";NA;"2";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;15:19:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"1776";"E/F A LASER ELETRO / SENT AEROPORTO";"COLISÃO";"COLISAO DE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-10;15:20:00;"MADALENA";"EST DOS REMEDIOS";NA;"COM RUA BENFICA  ESTACIONADO NO POSTO EXTRA EM FRENTE AO BOMPREÇO";"COLISÃO";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-10;15:42:00;"BOA VIAGEM";"RUA AMAZONAS";"1177";"EM FRENTE A CASA DOS DOCES, EM FRENTE A CAPELA MENINO JESUS";"COLISÃO";"DOIS AUTO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;17:36:00;"BOA VIAGEM";"AV BOA VIAGEM";NA;"COM A RUA PADRE CARAPUCEIRO NO SEMAFORO 112";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;20:05:00;"BOA VIAGEM";"RUA PADRE CARAPUCEIRO";NA;"DENTRO DO SHOPPING RECIFE, NA SAIDA 03";"COLISÃO";"COLISÃO ENTRE DOIS AUTOS, S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;20:41:00;"SANTO AMARO";"RUA VINTE E QUATRO DE AGOSTO";NA;"NA RUA DA CONTAX";"COLISÃO";"COLISÃO ENTRE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;22:20:00;"ARRUDA";"AV BEBERIBE";"394";"DEPOIS DA FARMACIA DROGAZIL E ENFR A CLINICA ESCOLA SAUDE SAO MIGUEL  E BANCO DO BRASIL";"COLISÃO";"DOIS AUTO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-10;23:27:00;"BOA VISTA";"RUA SAO GONCALO";NA;"APOS MERCADO DA BOA VISTA SENTIDO IMIP, NO CRUZAMENTO COM A RUA DA GLÓRIA";"COLISÃO";"COLISAO ENTRE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;09:38:00;"ÁGUA FRIA";"AV BEBERIBE";"2225";"RESIDENCIA. AO LADODO SUPERMERCADO KI PREÇO. LADO DIREITO DA VIA, SENTIDO CIDADE.";"COLISÃO";"SEM VÍTIMAS.";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;11:07:00;"SANTO AMARO";"AV CRUZ CABUGA";"400";"E/F  AO DIARIO  DE PERNAMBUCO";"COLISÃO";"COLISÃO  SEM VITIMAS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;11:49:00;"BOA VIAGEM";"RUA SA E SOUZA";NA;"ESQUINA COM A RUA BALTAZAR PASSOS";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;12:24:00;"BOA VIAGEM";"RUA FELIX DE BRITO E MELO";NA;"RUA JULHO FERREIRA DE MELO";"COLISÃO";"ACIDENTE DOIS AUTOS SEM VITIMA";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;14:19:00;"CORDEIRO";"AV CAXANGA";NA;"PX AO PARQUE DE EXPOSICAO - SEMAFARO 235 - SENTIDO CIDADE";"COLISÃO";"COLISAO ENTRE AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-05-11;14:22:00;"MADALENA";"RUA LOPES DE CARVALHO";NA;"AO LADO DE DR SCHOLL  /ESQUINA DA RUA";"COLISÃO";"DOIS AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;14:35:00;"BOA VIAGEM";"AV DOM JOAO VI";NA;"POR TRÁS DO SHOPPING RECIFE, SENTIDO CIDADE(VIA MANGUE)";"COLISÃO";"01 AUTO 01 CAMINHÃO";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;14:44:00;"MONTEIRO";"AV DEZESSETE DE AGOSTO";NA;"E/F DO COLEGIO SILVA JARDIM";"COLISÃO";"COLISAO DE DOIS AUTOS S/V";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-05-11;16:09:00;"SANTO AMARO";"RUA FREI CASSIMIRO";NA;"AO LADO DA CTTU";"COLISÃO";"02 AUTOS";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0"
